Sentence#,Word,Language
Sentence: 2598,thirakk,Mal
,,
Sentence: 2599,home,Eng
Sentence: 2599,appliances,Eng
Sentence: 2599,vilkkunna,Mal
Sentence: 2599,shop,Eng
,,
Sentence: 2600,wet,Eng
Sentence: 2600,suit,Eng
Sentence: 2600,dharicha,Mal
Sentence: 2600,army,Eng
Sentence: 2600,captain,Eng
,,
Sentence: 2601,kutti,Mal
Sentence: 2601,ou,Mal
Sentence: 2601,kite,Eng
Sentence: 2601,parathunnu,Mal
,,
Sentence: 2602,veettil,Mal
Sentence: 2602,prepare,Eng
Sentence: 2602,cheytha,Mal
Sentence: 2602,vegetables,Eng
,,
Sentence: 2603,aalukal,Mal
Sentence: 2603,mountainil,Mix
Sentence: 2603,skiing,Eng
Sentence: 2603,cheyyunnu,Mal
,,
Sentence: 2604,kurta,Eng
Sentence: 2604,dharicha,Mal
Sentence: 2604,manushyan,Mal
,,
Sentence: 2605,skateboardnte,Mix
Sentence: 2605,shadow,Eng
Sentence: 2605,ulla,Mal
Sentence: 2605,wall,Eng
,,
Sentence: 2606,campus,Eng
Sentence: 2606,tour,Eng
Sentence: 2606,povunna,Mal
Sentence: 2606,kuttikal,Mal
,,
Sentence: 2607,oru,Mal
Sentence: 2607,flowernte,Mix
Sentence: 2607,thazheyulla,Mal
Sentence: 2607,rockil,Mix
Sentence: 2607,irikkunna,Mal
Sentence: 2607,humming,Eng
Sentence: 2607,bird,Eng
,,
Sentence: 2608,shopil,Mix
Sentence: 2608,offer,Eng
Sentence: 2608,board,Eng
Sentence: 2608,thookkiyirikkunnu,Mal
,,
Sentence: 2609,ozhukunna,Mal
Sentence: 2609,vellathinte,Mal
Sentence: 2609,part,Eng
,,
Sentence: 2610,christmas,Othr
Sentence: 2610,timeil,Mix
Sentence: 2610,electronic,Eng
Sentence: 2610,shopil,Mix
Sentence: 2610,customersnte,Mix
Sentence: 2610,thirakk,Mal
,,
Sentence: 2611,mallil,Mix
Sentence: 2611,computer,Eng
Sentence: 2611,game,Eng
Sentence: 2611,kalikkunna,Mal
Sentence: 2611,kids,Eng
,,
Sentence: 2612,rivernte,Mix
Sentence: 2612,theerath,Mal
Sentence: 2612,kure,Mal
Sentence: 2612,paravakal,Mal
Sentence: 2612,und,Mal
,,
Sentence: 2613,flooril,Mix
Sentence: 2613,patch,Eng
Sentence: 2613,work,Eng
Sentence: 2613,nadathunna,Mal
Sentence: 2613,worker,Eng
,,
Sentence: 2614,pazhaya,Mal
Sentence: 2614,fancy,Eng
Sentence: 2614,shopil,Mix
Sentence: 2614,teddy,Eng
Sentence: 2614,bear,Eng
,,
Sentence: 2615,yellow,Eng
Sentence: 2615,and,Eng
Sentence: 2615,red,Eng
Sentence: 2615,nirathilulla,Mal
Sentence: 2615,fire,Eng
Sentence: 2615,hydrant,Eng
,,
Sentence: 2616,fruits,Eng
Sentence: 2616,adukki,Mal
Sentence: 2616,vecha,Mal
Sentence: 2616,fruit,Eng
Sentence: 2616,stand,Eng
,,
Sentence: 2617,sales,Eng
Sentence: 2617,offer,Eng
Sentence: 2617,samayath,Mal
Sentence: 2617,customersnte,Mix
Sentence: 2617,thirakk,Mal
,,
Sentence: 2618,dognu,Mix
Sentence: 2618,long,Eng
Sentence: 2618,tongue,Eng
Sentence: 2618,und,Mal
,,
Sentence: 2619,windowyude,Mix
Sentence: 2619,white,Eng
Sentence: 2619,color,Eng
Sentence: 2619,curtains,Eng
,,
Sentence: 2620,sand,Eng
Sentence: 2620,niracha,Mal
Sentence: 2620,sack,Eng
Sentence: 2620,puzhayil,Mal
Sentence: 2620,adukki,Mal
Sentence: 2620,vechirikkunnu,Mal
,,
Sentence: 2621,person,Eng
Sentence: 2621,nadannukond,Mal
Sentence: 2621,cell,Eng
Sentence: 2621,phonil,Mix
Sentence: 2621,samsarikkunnu,Mal
,,
Sentence: 2622,oru,Mal
Sentence: 2622,football,Eng
Sentence: 2622,player,Eng
Sentence: 2622,gymil,Mix
Sentence: 2622,exercise,Mix
Sentence: 2622,cheyyunnu,Mal
,,
Sentence: 2623,dark,Eng
Sentence: 2623,brown,Eng
Sentence: 2623,maramkond,Mal
Sentence: 2623,nirmicha,Mal
Sentence: 2623,bench,Eng
,,
Sentence: 2624,pardha,Mal
Sentence: 2624,dharicha,Mal
Sentence: 2624,Dubai,Othr
Sentence: 2624,lady,Eng
,,
Sentence: 2625,karutha,Mal
Sentence: 2625,pardha,Mal
Sentence: 2625,dharicha,Mal
Sentence: 2625,American,Othr
Sentence: 2625,women,Eng
,,
Sentence: 2626,selfy,Eng
Sentence: 2626,edukkunna,Mal
Sentence: 2626,winners,Eng
,,
Sentence: 2627,black,Eng
Sentence: 2627,and,Eng
Sentence: 2627,gold,Eng
Sentence: 2627,nirathilulla,Mal
Sentence: 2627,clock,Eng
,,
Sentence: 2628,oru,Mal
Sentence: 2628,white,Eng
Sentence: 2628,plastic,Eng
Sentence: 2628,chair,Eng
,,
Sentence: 2629,university,Eng
Sentence: 2629,gatente,Mix
Sentence: 2629,frontile,Mix
Sentence: 2629,banner,Eng
,,
Sentence: 2630,kitchenil,Mix
Sentence: 2630,nilkkunna,Mal
Sentence: 2630,men,Eng
Sentence: 2630,and,Eng
Sentence: 2630,woman,Eng
,,
Sentence: 2631,shining,Eng
Sentence: 2631,yellow,Eng
Sentence: 2631,type,Eng
Sentence: 2631,fancy,Eng
Sentence: 2631,lightukal,Mix
,,
Sentence: 2632,valiya,Mal
Sentence: 2632,kudayumaayi,Mal
Sentence: 2632,kadal,Mal
Sentence: 2632,theerath,Mal
Sentence: 2632,women,Eng
,,
Sentence: 2633,bedroomilekk,Mix
Sentence: 2633,kadannuvarunna,Mal
Sentence: 2633,newly,Eng
Sentence: 2633,married,Eng
Sentence: 2633,couples,Eng
,,
Sentence: 2634,sinknte,Mix
Sentence: 2634,silver,Eng
Sentence: 2634,color,Eng
Sentence: 2634,ulla,Mal
Sentence: 2634,faucet,Eng
,,
Sentence: 2635,mathilinte,Mix
Sentence: 2635,mughal,Mal
Sentence: 2635,baagam,Mal
Sentence: 2635,white,Eng
Sentence: 2635,aanu,Mal
,,
Sentence: 2636,pulmettiloode,Mal
Sentence: 2636,nadakkunna,Mal
Sentence: 2636,randu,Mal
Sentence: 2636,yuva,Mal
Sentence: 2636,midhunangal,Mal
,,
Sentence: 2637,tea,Eng
Sentence: 2637,serve,Eng
Sentence: 2637,cheyyunna,Mal
Sentence: 2637,servant,Eng
,,
Sentence: 2638,oru,Mal
Sentence: 2638,stainless,Eng
Sentence: 2638,steelnte,Mix
Sentence: 2638,fork,Eng
,,
Sentence: 2639,short,Eng
Sentence: 2639,blond,Eng
Sentence: 2639,hair,Eng
Sentence: 2639,ulla,Mal
Sentence: 2639,Japan,Othr
Sentence: 2639,lady,Eng
,,
Sentence: 2640,mango,Eng
Sentence: 2640,fruit,Eng
Sentence: 2640,kazhikkunna,Mal
Sentence: 2640,lady,Eng
,,
Sentence: 2641,volleyball,Eng
Sentence: 2641,match,Eng
Sentence: 2641,nadakkunna,Mal
Sentence: 2641,groundlekk,Mix
Sentence: 2641,cool,Eng
Sentence: 2641,drinks,Eng
Sentence: 2641,konduvarunnu,Mal
,,
Sentence: 2642,oru,Mal
Sentence: 2642,football,Eng
Sentence: 2642,groundinu,Mix
Sentence: 2642,chuttum,Mal
Sentence: 2642,match,Eng
Sentence: 2642,kaanunna,Mal
Sentence: 2642,aaradhakar,Mal
,,
Sentence: 2643,football,Eng
Sentence: 2643,match,Eng
Sentence: 2643,nadakkunna,Mal
Sentence: 2643,groundlekk,Mix
Sentence: 2643,cool,Eng
Sentence: 2643,drinks,Eng
Sentence: 2643,konduvarunnu,Mal
,,
Sentence: 2644,football,Eng
Sentence: 2644,match,Eng
Sentence: 2644,nadakkunna,Mal
Sentence: 2644,groundlekk,Mix
Sentence: 2644,cool,Eng
Sentence: 2644,drinks,Eng
Sentence: 2644,konduvarunnu,Mal
,,
Sentence: 2645,railway,Eng
Sentence: 2645,stationile,Mix
Sentence: 2645,green,Eng
Sentence: 2645,light,Eng
Sentence: 2645,signal,Eng
,,
Sentence: 2646,hockey,Eng
Sentence: 2646,match,Eng
Sentence: 2646,nadakkunna,Mal
Sentence: 2646,groundlekk,Mix
Sentence: 2646,cool,Eng
Sentence: 2646,drinks,Eng
Sentence: 2646,konduvarunnu,Mal
,,
Sentence: 2647,basketball,Eng
Sentence: 2647,match,Eng
Sentence: 2647,nadakkunna,Mal
Sentence: 2647,groundlekk,Mix
Sentence: 2647,cool,Eng
Sentence: 2647,drinks,Eng
Sentence: 2647,konduvarunnu,Mal
,,
Sentence: 2648,jersey,Eng
Sentence: 2648,dharicha,Mal
Sentence: 2648,men's,Eng
Sentence: 2648,volleyball,Eng
Sentence: 2648,player,Eng
,,
Sentence: 2649,oru,Mal
Sentence: 2649,brown,Eng
Sentence: 2649,outdoor,Eng
Sentence: 2649,stair,Eng
Sentence: 2649,case,Eng
,,
Sentence: 2650,Maroon,Eng
Sentence: 2650,SUV,Othr
Sentence: 2650,driving,Eng
Sentence: 2650,down,Eng
Sentence: 2650,the,Eng
Sentence: 2650,road,Eng
,,
Sentence: 2651,jersey,Eng
Sentence: 2651,dharicha,Mal
Sentence: 2651,men's,Eng
Sentence: 2651,football,Eng
Sentence: 2651,player,Eng
,,
Sentence: 2652,oru,Mal
Sentence: 2652,kayyil,Mal
Sentence: 2652,tennis,Eng
Sentence: 2652,racket,Eng
Sentence: 2652,pidikkunna,Mal
Sentence: 2652,coach,Eng
,,
Sentence: 2653,badminton,Eng
Sentence: 2653,match,Eng
Sentence: 2653,nadakkunna,Mal
Sentence: 2653,groundlekk,Mix
Sentence: 2653,cool,Eng
Sentence: 2653,drinks,Eng
Sentence: 2653,konduvarunnu,Mal
,,
Sentence: 2654,tennis,Eng
Sentence: 2654,match,Eng
Sentence: 2654,nadakkunna,Mal
Sentence: 2654,groundlekk,Mix
Sentence: 2654,cool,Eng
Sentence: 2654,drinks,Eng
Sentence: 2654,konduvarunnu,Mal
,,
Sentence: 2655,sofa,Eng
Sentence: 2655,roominte,Mix
Sentence: 2655,oru,Mal
Sentence: 2655,corneril,Mix
Sentence: 2655,aanu,Mal
Sentence: 2655,place,Eng
Sentence: 2655,cheythirikkunnath,Mal
,,
Sentence: 2656,ithoru,Mal
Sentence: 2656,table,Eng
Sentence: 2656,tennis,Eng
Sentence: 2656,match,Eng
Sentence: 2656,nadakkunna,Mal
Sentence: 2656,ground,Eng
Sentence: 2656,aanu,Mal
,,
Sentence: 2657,oru,Mal
Sentence: 2657,skate,Eng
Sentence: 2657,parkil,Mix
Sentence: 2657,oru,Mal
Sentence: 2657,man,Eng
Sentence: 2657,skateboard,Eng
Sentence: 2657,cheyyunnu,Mal
,,
Sentence: 2658,oru,Mal
Sentence: 2658,small,Eng
Sentence: 2658,ceramic,Eng
Sentence: 2658,vase,Eng
,,
Sentence: 2659,yellow,Eng
Sentence: 2659,nirathilulla,Mal
Sentence: 2659,police,Eng
Sentence: 2659,stationte,Mix
Sentence: 2659,board,Eng
,,
Sentence: 2660,tablente,Mix
Sentence: 2660,mukalil,Mal
Sentence: 2660,vellavum,Mal
Sentence: 2660,fruitsum,Mix
Sentence: 2660,pinne,Mal
Sentence: 2660,mealsum,Mix
Sentence: 2660,und,Mal
,,
Sentence: 2661,baseball,Eng
Sentence: 2661,match,Eng
Sentence: 2661,nadakkunna,Mal
Sentence: 2661,groundlekk,Mix
Sentence: 2661,cool,Eng
Sentence: 2661,drinks,Eng
Sentence: 2661,konduvarunnu,Mal
,,
Sentence: 2662,3,Othr
Sentence: 2662,cook,Eng
Sentence: 2662,cheyyatha,Mal
Sentence: 2662,pizza,Eng
Sentence: 2662,tableil,Mix
Sentence: 2662,und,Mal
,,
Sentence: 2663,oru,Mal
Sentence: 2663,portraitnte,Eng
Sentence: 2663,hand,Eng
,,
Sentence: 2664,table,Eng
Sentence: 2664,tennis,Eng
Sentence: 2664,match,Eng
Sentence: 2664,nadakkunna,Mal
Sentence: 2664,groundlekk,Mix
Sentence: 2664,cool,Eng
Sentence: 2664,drinks,Eng
Sentence: 2664,konduvarunnu,Mal
,,
Sentence: 2665,men's,Eng
Sentence: 2665,baseball,Eng
Sentence: 2665,match,Eng
Sentence: 2665,nadakkunna,Mal
Sentence: 2665,groundlekk,Mix
Sentence: 2665,cool,Eng
Sentence: 2665,drinks,Eng
Sentence: 2665,konduvarunnu,Mal
,,
Sentence: 2666,women's,Eng
Sentence: 2666,baseball,Eng
Sentence: 2666,match,Eng
Sentence: 2666,nadakkunna,Mal
Sentence: 2666,groundlekk,Mix
Sentence: 2666,cool,Eng
Sentence: 2666,drinks,Eng
Sentence: 2666,konduvarunnu,Mal
,,
Sentence: 2667,carnte,Mix
Sentence: 2667,hoodil,Mix
Sentence: 2667,oru,Mal
Sentence: 2667,cat,Eng
Sentence: 2667,urangunnu,Mal
,,
Sentence: 2668,zebra,Eng
Sentence: 2668,camerayilekk,Mix
Sentence: 2668,nokki,Mal
Sentence: 2668,chirikkunnu,Mal
,,
Sentence: 2669,men's,Eng
Sentence: 2669,volleyball,Eng
Sentence: 2669,match,Eng
Sentence: 2669,nadakkunna,Mal
Sentence: 2669,groundlekk,Mix
Sentence: 2669,cool,Eng
Sentence: 2669,drinks,Eng
Sentence: 2669,konduvarunnu,Mal
,,
Sentence: 2670,oru,Mal
Sentence: 2670,valiya,Mal
Sentence: 2670,yellow,Eng
Sentence: 2670,and,Eng
Sentence: 2670,red,Eng
Sentence: 2670,bus,Eng
,,
Sentence: 2671,half,Eng
Sentence: 2671,kazhicha,Mal
Sentence: 2671,biriyani,Othr
,,
Sentence: 2672,women's,Eng
Sentence: 2672,volleyball,Eng
Sentence: 2672,match,Eng
Sentence: 2672,nadakkunna,Mal
Sentence: 2672,groundlekk,Mix
Sentence: 2672,cool,Eng
Sentence: 2672,drinks,Eng
Sentence: 2672,konduvarunnu,Mal
,,
Sentence: 2673,jersey,Eng
Sentence: 2673,dharicha,Mal
Sentence: 2673,men's,Eng
Sentence: 2673,volleyball,Eng
Sentence: 2673,player,Eng
,,
Sentence: 2674,jersey,Eng
Sentence: 2674,dharicha,Mal
Sentence: 2674,women's,Eng
Sentence: 2674,football,Eng
Sentence: 2674,player,Eng
,,
Sentence: 2675,2,Othr
Sentence: 2675,broken,Eng
Sentence: 2675,down,Eng
Sentence: 2675,busukal,Mix
,,
Sentence: 2676,jersey,Eng
Sentence: 2676,dharicha,Mal
Sentence: 2676,men's,Eng
Sentence: 2676,football,Eng
Sentence: 2676,player,Eng
,,
Sentence: 2677,jersey,Eng
Sentence: 2677,dharicha,Mal
Sentence: 2677,women's,Eng
Sentence: 2677,volleyball,Eng
Sentence: 2677,player,Eng
,,
Sentence: 2678,dog,Eng
Sentence: 2678,veettile,Mal
Sentence: 2678,toiletil,Mix
Sentence: 2678,irikkunnu,Mal
,,
Sentence: 2679,men's,Eng
Sentence: 2679,hockey,Eng
Sentence: 2679,match,Eng
Sentence: 2679,nadakkunna,Mal
Sentence: 2679,groundlekk,Mix
Sentence: 2679,cool,Eng
Sentence: 2679,drinks,Eng
Sentence: 2679,konduvarunnu,Mal
,,
Sentence: 2680,ithoru,Mal
Sentence: 2680,small,Eng
Sentence: 2680,grey,Eng
Sentence: 2680,steel,Eng
Sentence: 2680,bench,Eng
Sentence: 2680,aanu,Mal
,,
Sentence: 2681,ithoru,Mal
Sentence: 2681,racer,Eng
Sentence: 2681,aanu,Mal
,,
Sentence: 2682,oraal,Mal
Sentence: 2682,ovenile,Mix
Sentence: 2682,button,Eng
Sentence: 2682,on,Eng
Sentence: 2682,cheyyunnu,Mal
,,
Sentence: 2683,men's,Eng
Sentence: 2683,baseball,Eng
Sentence: 2683,match,Eng
Sentence: 2683,nadakkunna,Mal
Sentence: 2683,groundlekk,Mix
Sentence: 2683,cool,Eng
Sentence: 2683,drinks,Eng
Sentence: 2683,konduvarunnu,Mal
,,
Sentence: 2684,oru,Mal
Sentence: 2684,dog,Eng
Sentence: 2684,mattoru,Mal
Sentence: 2684,dognte,Mix
Sentence: 2684,koode,Mal
Sentence: 2684,kalikkunnu,Mal
,,
Sentence: 2685,men's,Eng
Sentence: 2685,badminton,Eng
Sentence: 2685,match,Eng
Sentence: 2685,nadakkunna,Mal
Sentence: 2685,groundlekk,Mix
Sentence: 2685,cool,Eng
Sentence: 2685,drinks,Eng
Sentence: 2685,konduvarunnu,Mal
,,
Sentence: 2686,carnte,Mix
Sentence: 2686,hoodil,Mix
Sentence: 2686,oru,Mal
Sentence: 2686,dog,Eng
Sentence: 2686,urangunnu,Mal
,,
Sentence: 2687,oraal,Mal
Sentence: 2687,ovenile,Mix
Sentence: 2687,button,Eng
Sentence: 2687,push,Eng
Sentence: 2687,cheyyunnu,Mal
,,
Sentence: 2688,men's,Eng
Sentence: 2688,tennis,Eng
Sentence: 2688,match,Eng
Sentence: 2688,nadakkunna,Mal
Sentence: 2688,groundlekk,Mix
Sentence: 2688,cool,Eng
Sentence: 2688,drinks,Eng
Sentence: 2688,konduvarunnu,Mal
,,
Sentence: 2689,jersey,Eng
Sentence: 2689,dharicha,Mal
Sentence: 2689,men's,Eng
Sentence: 2689,baseball,Eng
Sentence: 2689,player,Eng
,,
Sentence: 2690,men's,Eng
Sentence: 2690,table,Eng
Sentence: 2690,tennis,Eng
Sentence: 2690,match,Eng
Sentence: 2690,nadakkunna,Mal
Sentence: 2690,groundlekk,Mix
Sentence: 2690,cool,Eng
Sentence: 2690,drinks,Eng
Sentence: 2690,konduvarunnu,Mal
,,
Sentence: 2691,2,Othr
Sentence: 2691,trainukal,Mix
Sentence: 2691,parasparam,Mal
Sentence: 2691,aduthanu,Mal
,,
Sentence: 2692,2,Othr
Sentence: 2692,trainukal,Mix
Sentence: 2692,parasparam,Mal
Sentence: 2692,malsarikkunnu,Mal
,,
Sentence: 2693,African,Othr
Sentence: 2693,flag,Eng
Sentence: 2693,hold,Eng
Sentence: 2693,cheyyunna,Mal
Sentence: 2693,boy,Eng
,,
Sentence: 2694,oraal,Mal
Sentence: 2694,Acyude,Mix
Sentence: 2694,remotile,Mix
Sentence: 2694,button,Eng
Sentence: 2694,push,Eng
Sentence: 2694,cheyyunnu,Mal
,,
Sentence: 2695,oraal,Mal
Sentence: 2695,Acyude,Mix
Sentence: 2695,remotile,Mix
Sentence: 2695,button,Eng
Sentence: 2695,on,Eng
Sentence: 2695,cheyyunnu,Mal
,,
Sentence: 2696,men's,Eng
Sentence: 2696,baseball,Eng
Sentence: 2696,match,Eng
Sentence: 2696,nadakkunna,Mal
Sentence: 2696,groundlekk,Mix
Sentence: 2696,cool,Eng
Sentence: 2696,drinks,Eng
Sentence: 2696,konduvarunnu,Mal
,,
Sentence: 2697,yellow,Eng
Sentence: 2697,nirathilulla,Mal
Sentence: 2697,LP,Eng
Sentence: 2697,schoolnte,Mix
Sentence: 2697,board,Eng
,,
Sentence: 2698,yellow,Eng
Sentence: 2698,nirathilulla,Mal
Sentence: 2698,railway,Eng
Sentence: 2698,stationte,Mix
Sentence: 2698,board,Eng
,,
Sentence: 2699,oru,Mal
Sentence: 2699,gray,Eng
Sentence: 2699,and,Eng
Sentence: 2699,white,Eng
Sentence: 2699,wall,Eng
,,
Sentence: 2700,carnte,Mix
Sentence: 2700,hoodil,Mix
Sentence: 2700,oru,Mal
Sentence: 2700,rat,Eng
Sentence: 2700,urangunnu,Mal
,,
Sentence: 2701,African,Othr
Sentence: 2701,flag,Eng
Sentence: 2701,hold,Eng
Sentence: 2701,cheyyunna,Mal
Sentence: 2701,girl,Eng
,,
Sentence: 2702,2,Othr
Sentence: 2702,busukal,Mix
Sentence: 2702,parasparam,Mal
Sentence: 2702,malsarikkunnu,Mal
,,
Sentence: 2703,2,Othr
Sentence: 2703,busukal,Mix
Sentence: 2703,parasparam,Mal
Sentence: 2703,aduthanu,Mal
,,
Sentence: 2704,jersey,Eng
Sentence: 2704,dharicha,Mal
Sentence: 2704,men's,Eng
Sentence: 2704,hockey,Eng
Sentence: 2704,player,Eng
,,
Sentence: 2705,oru,Mal
Sentence: 2705,cat,Eng
Sentence: 2705,mattoru,Mal
Sentence: 2705,catnte,Mix
Sentence: 2705,koode,Mal
Sentence: 2705,kalikkunnu,Mal
,,
Sentence: 2706,oraal,Mal
Sentence: 2706,computerile,Mix
Sentence: 2706,button,Eng
Sentence: 2706,push,Eng
Sentence: 2706,cheyyunnu,Mal
,,
Sentence: 2707,oraal,Mal
Sentence: 2707,computerile,Mix
Sentence: 2707,button,Eng
Sentence: 2707,on,Eng
Sentence: 2707,cheyyunnu,Mal
,,
Sentence: 2708,jeepnte,Mix
Sentence: 2708,hoodil,Mix
Sentence: 2708,oru,Mal
Sentence: 2708,dog,Eng
Sentence: 2708,urangunnu,Mal
,,
Sentence: 2709,jeepnte,Mix
Sentence: 2709,hoodil,Mix
Sentence: 2709,oru,Mal
Sentence: 2709,cat,Eng
Sentence: 2709,urangunnu,Mal
,,
Sentence: 2710,yellow,Eng
Sentence: 2710,nirathilulla,Mal
Sentence: 2710,Fire,Eng
Sentence: 2710,force,Eng
Sentence: 2710,stationte,Mix
Sentence: 2710,board,Eng
,,
Sentence: 2711,yellow,Eng
Sentence: 2711,nirathilulla,Mal
Sentence: 2711,primary,Eng
Sentence: 2711,schoolnte,Mix
Sentence: 2711,board,Eng
,,
Sentence: 2712,women's,Eng
Sentence: 2712,hockey,Eng
Sentence: 2712,match,Eng
Sentence: 2712,nadakkunna,Mal
Sentence: 2712,groundlekk,Mix
Sentence: 2712,cool,Eng
Sentence: 2712,drinks,Eng
Sentence: 2712,konduvarunnu,Mal
,,
Sentence: 2713,karate,Eng
Sentence: 2713,outfitil,Mix
Sentence: 2713,nilkunna,Mal
Sentence: 2713,karate,Eng
Sentence: 2713,team,Eng
,,
Sentence: 2714,women's,Eng
Sentence: 2714,football,Eng
Sentence: 2714,match,Eng
Sentence: 2714,nadakkunna,Mal
Sentence: 2714,groundlekk,Mix
Sentence: 2714,cool,Eng
Sentence: 2714,drinks,Eng
Sentence: 2714,konduvarunnu,Mal
,,
Sentence: 2715,jersey,Eng
Sentence: 2715,dharicha,Mal
Sentence: 2715,women's,Eng
Sentence: 2715,hockey,Eng
Sentence: 2715,player,Eng
,,
Sentence: 2716,ithoru,Mal
Sentence: 2716,football,Eng
Sentence: 2716,match,Eng
Sentence: 2716,nadakkunna,Mal
Sentence: 2716,ground,Eng
Sentence: 2716,aanu,Mal
,,
Sentence: 2717,African,Othr
Sentence: 2717,flag,Eng
Sentence: 2717,hold,Eng
Sentence: 2717,cheyyunna,Mal
Sentence: 2717,young,Eng
Sentence: 2717,women,Eng
,,
Sentence: 2718,2,Othr
Sentence: 2718,carukal,Mix
Sentence: 2718,parasparam,Mal
Sentence: 2718,malsarikkunnu,Mal
,,
Sentence: 2719,jersey,Eng
Sentence: 2719,dharicha,Mal
Sentence: 2719,men's,Eng
Sentence: 2719,basketball,Eng
Sentence: 2719,player,Eng
,,
Sentence: 2720,2,Othr
Sentence: 2720,carukal,Mix
Sentence: 2720,parasparam,Mal
Sentence: 2720,aduthanu,Mal
,,
Sentence: 2721,ithoru,Mal
Sentence: 2721,volleyball,Eng
Sentence: 2721,match,Eng
Sentence: 2721,nadakkunna,Mal
Sentence: 2721,ground,Eng
Sentence: 2721,aanu,Mal
,,
Sentence: 2722,jersey,Eng
Sentence: 2722,dharicha,Mal
Sentence: 2722,women's,Eng
Sentence: 2722,basketball,Eng
Sentence: 2722,player,Eng
,,
Sentence: 2723,women's,Eng
Sentence: 2723,football,Eng
Sentence: 2723,match,Eng
Sentence: 2723,nadakkunna,Mal
Sentence: 2723,groundlekk,Mix
Sentence: 2723,cool,Eng
Sentence: 2723,drinks,Eng
Sentence: 2723,konduvarunnu,Mal
,,
Sentence: 2724,jersey,Eng
Sentence: 2724,dharicha,Mal
Sentence: 2724,women's,Eng
Sentence: 2724,badminton,Eng
Sentence: 2724,player,Eng
,,
Sentence: 2725,aankutti,Mal
Sentence: 2725,singing,Eng
Sentence: 2725,song,Eng
,,
Sentence: 2726,yellow,Eng
Sentence: 2726,nirathilulla,Mal
Sentence: 2726,UP,Eng
Sentence: 2726,schoolnte,Mix
Sentence: 2726,board,Eng
,,
Sentence: 2727,jeepnte,Mix
Sentence: 2727,hoodil,Mix
Sentence: 2727,oru,Mal
Sentence: 2727,rat,Eng
Sentence: 2727,urangunnu,Mal
,,
Sentence: 2728,oraal,Mal
Sentence: 2728,televisionile,Mix
Sentence: 2728,button,Eng
Sentence: 2728,on,Eng
Sentence: 2728,cheyyunnu,Mal
,,
Sentence: 2729,oraal,Mal
Sentence: 2729,televisionile,Mix
Sentence: 2729,button,Eng
Sentence: 2729,push,Eng
Sentence: 2729,cheyyunnu,Mal
,,
Sentence: 2730,light,Eng
Sentence: 2730,gray,Eng
Sentence: 2730,coloril,Mix
Sentence: 2730,backpack,Eng
,,
Sentence: 2731,oru,Mal
Sentence: 2731,rat,Eng
Sentence: 2731,mattoru,Mal
Sentence: 2731,ratnte,Mix
Sentence: 2731,koode,Mal
Sentence: 2731,kalikkunnu,Mal
,,
Sentence: 2732,groundil,Mix
Sentence: 2732,race,Eng
Sentence: 2732,practice,Eng
Sentence: 2732,cheyyunna,Mal
Sentence: 2732,man,Eng
Sentence: 2732,and,Eng
Sentence: 2732,horse,Eng
,,
Sentence: 2733,jersey,Eng
Sentence: 2733,dharicha,Mal
Sentence: 2733,men's,Eng
Sentence: 2733,badminton,Eng
Sentence: 2733,player,Eng
,,
Sentence: 2734,African,Othr
Sentence: 2734,flag,Eng
Sentence: 2734,hold,Eng
Sentence: 2734,cheyyunna,Mal
Sentence: 2734,old,Eng
Sentence: 2734,man,Eng
,,
Sentence: 2735,cycling,Eng
Sentence: 2735,championship,Eng
Sentence: 2735,nadakkunna,Mal
Sentence: 2735,location,Eng
,,
Sentence: 2736,men's,Eng
Sentence: 2736,cycling,Eng
Sentence: 2736,championshipil,Mix
Sentence: 2736,winner,Eng
Sentence: 2736,aaya,Mal
Sentence: 2736,vyakthi,Mal
,,
Sentence: 2737,women's,Eng
Sentence: 2737,cycling,Eng
Sentence: 2737,championshipil,Mix
Sentence: 2737,winner,Eng
Sentence: 2737,aaya,Mal
Sentence: 2737,lady,Eng
,,
Sentence: 2738,wrestling,Eng
Sentence: 2738,championship,Eng
Sentence: 2738,nadakkunna,Mal
Sentence: 2738,location,Eng
,,
Sentence: 2739,women's,Eng
Sentence: 2739,volleyball,Eng
Sentence: 2739,match,Eng
Sentence: 2739,nadakkunna,Mal
Sentence: 2739,groundlekk,Mix
Sentence: 2739,cool,Eng
Sentence: 2739,drinks,Eng
Sentence: 2739,konduvarunnu,Mal
,,
Sentence: 2740,slice,Eng
Sentence: 2740,cheytha,Mal
Sentence: 2740,apple,Eng
Sentence: 2740,oru,Mal
Sentence: 2740,pathrathil,Mal
,,
Sentence: 2741,jersey,Eng
Sentence: 2741,dharicha,Mal
Sentence: 2741,men's,Eng
Sentence: 2741,tennis,Eng
Sentence: 2741,player,Eng
,,
Sentence: 2742,African,Othr
Sentence: 2742,flag,Eng
Sentence: 2742,hold,Eng
Sentence: 2742,cheyyunna,Mal
Sentence: 2742,old,Eng
Sentence: 2742,women,Eng
,,
Sentence: 2743,jersey,Eng
Sentence: 2743,dharicha,Mal
Sentence: 2743,men's,Eng
Sentence: 2743,table,Eng
Sentence: 2743,tennis,Eng
Sentence: 2743,player,Eng
,,
Sentence: 2744,2,Othr
Sentence: 2744,bikeukal,Mix
Sentence: 2744,parasparam,Mal
Sentence: 2744,malsarikkunnu,Mal
,,
Sentence: 2745,2,Othr
Sentence: 2745,bikeukal,Mix
Sentence: 2745,parasparam,Mal
